"","State","District","Persons","Males","Females","Growth..1991...2001.","Rural","Urban","Scheduled.Caste.population","Percentage...SC.to.total","Number.of.households","Household.size..per.household.","Sex.ratio..females.per.1000.males.","Sex.ratio..0.6.years.","Scheduled.Tribe.population","Percentage.to.total.population..ST.","Persons..literate","Males..Literate","Females..Literate","Persons..literacy.rate","Males..Literatacy.Rate","Females..Literacy.Rate","Total.Educated","Data.without.level","Below.Primary","Primary","Middle","Matric.Higher.Secondary.Diploma","Graduate.and.Above","X0...4.years","X5...14.years","X15...59.years","X60.years.and.above..Incl..A.N.S..","Total.workers","Main.workers","Marginal.workers","Non.workers","SC.1.Name","SC.1.Population","SC.2.Name","SC.2.Population","SC.3.Name","SC.3.Population","Religeon.1.Name","Religeon.1.Population","Religeon.2.Name","Religeon.2.Population","Religeon.3.Name","Religeon.3.Population","ST.1.Name","ST.1.Population","ST.2.Name","ST.2.Population","ST.3.Name","ST.3.Population","Imp.Town.1.Name","Imp.Town.1.Population","Imp.Town.2.Name","Imp.Town.2.Population","Imp.Town.3.Name","Imp.Town.3.Population","Total.Inhabited.Villages","Drinking.water.facilities","Safe.Drinking.water","Electricity..Power.Supply.","Electricity..domestic.","Electricity..Agriculture.","Primary.school","Middle.schools","Secondary.Sr.Secondary.schools","College","Medical.facility","Primary.Health.Centre","Primary.Health.Sub.Centre","Post..telegraph.and.telephone.facility","Bus.services","Paved.approach.road","Mud.approach.road","Permanent.House","Semi.permanent.House","Temporary.House"
"37","ArunachalPradesh","District Tirap (13), Arunachal Pradesh (12)",100326,52537,47789,"17.21","85032","15294",NA,NA,18957,5,910,941,"83940","83.67",33404,22456,10948,41.73,53.36,28.84,33404,399,12592,8387,5230,5360,1436,13571,27904,53063,5788,49074,43807,5267,51252,"1.Mehtar etc.",47,"2.Namasudra",38,"3.Generic Castes etc.",22,"1.Christians",50199,"2.Hindus",27123,"3.Others",14568,"1.Wancho","47066","2.Nocte","31559","3.Tutcha Nocte","2334","1.Khonsa (CT)",9233,"2.Deomali (CT)",6061,NA,NA,167,167,151,147,"145","-",137,"32","8","-","41","3","19",29,"48","67","85",12.9,7.5,79.5
"38","Assam","District Kokrajhar (01), Assam (18)",905764,466191,439573,"15.05","841823",NA,NA,NA,168619,5,943,947,"304985","33.67",383541,230769,152772,51.63,60.32,42.4,383541,11179,123002,97692,63583,76399,11591,107419,253840,497450,47055,334849,234771,100078,570915,NA,10813,NA,6821,NA,5384,NA,594168,NA,184441,NA,124270,"1.Boro etc.","287268","2.Rabha","13012","3.Generic Tribes etc.","3886","(MB)",31164,NA,13508,NA,12440,951,951,949,704,"690","14",906,"354","118","10","211","25","38",151,"284","557","651",12.1,35.5,52.4
"39","Assam","District Dhubri (02), Assam (18)",1637344,841044,796300,"23.42","1444901",NA,NA,NA,297121,6,947,965,"32523","1.99",625369,373446,251923,48.21,55.91,40.04,625369,13946,228580,152632,105492,101129,23131,233963,464173,848258,90950,470360,399201,71159,1166984,NA,28111,NA,9745,NA,8357,NA,1216455,NA,405065,NA,12477,"1.Boro etc.","22208","2.Rabha","10133","3.Generic Tribes etc.","63","(MB)",64168,NA,31171,NA,28780,1261,1261,1247,904,"897","11",1138,"612","205","6","374","29","5",272,"362","405","1092",12.1,50.5,37.4
"40","Assam","District Goalpara (03), Assam (18)",822035,420251,401784,"23.07","755133",NA,NA,NA,146826,6,956,974,"131800","16.03",384670,220277,164393,58.03,64.86,50.85,384670,7548,145790,92621,67036,60309,10964,108415,230617,437701,45302,273925,209928,63997,548110,NA,12252,NA,10282,NA,6257,NA,441516,NA,314157,NA,64662,"1.Rabha","93912","2.Boro etc.","36948","3.Kachari etc.","586","(MB)",49037,NA,12547,NA,5318,761,761,759,689,"688","1",723,"311","130","13","243","18","46",134,"209","165","720",13.2,36.2,50.5
"41","Assam","District Bongaigaon (04), Assam (18)",904835,465240,439595,"12.23","795053",NA,NA,NA,168556,5,945,972,"110696","12.23",439861,258761,181100,59.33,67.67,50.44,439861,7842,142193,106878,81738,84500,16694,111651,243945,496713,52526,293243,233087,60156,611592,"1.Namasudra",46992,"2.Kaibartta etc.",13587,"3.Sutradhar",12561,"1.Hindus",535464,"2.Muslims",348573,"3.Christians",18728,"1.Boro etc.","102610","2.Rabha","6700","3.Kachari etc.","566","1.Bongaigaon (MB)",60327,"2.New Bongaigaon Rly. Colony (CT)15,601",NA,"3.Abhayapuri (TC)",14673,881,881,876,607,"607","11",805,"340","138","4","112","25","35",132,"299","347","732",17.7,39,43.3
"42","Assam","District Barpeta (05), Assam (18)",1647201,848578,798623,"18.53","1520333",NA,NA,NA,290494,6,941,960,"123266","7.48",752682,448021,304661,56.24,64.83,47.07,752682,17763,241853,162333,132818,164157,33386,209571,450596,881878,105156,517088,408537,108551,1130113,NA,35236,NA,15894,NA,10126,NA,977943,NA,662066,NA,5267,"1.Boro etc.","117120","2.Rabha","4144","3.Kachari etc.","1038",NA,41038,"(MB)",35725,NA,16730,1050,1050,1045,775,"768","41",967,"603","320","36","430","32","138",275,"370","469","964",12.9,33.1,54
"43","Assam","District Kamrup (06), Assam (18)",2522324,1326981,1195343,"25.75","1614107",NA,NA,NA,490740,5,901,957,"250393","9.93",1608191,930256,677935,74.16,81.16,66.31,1608191,28042,355779,312309,275453,466555,169680,237213,595306,1542431,147374,842253,697810,144443,1680071,"1.Namasudra",64444,"2.Kaibartta etc.",40294,"3.Generic Castes etc.",12364,"1.Hindus",1836153,"2.Muslims",625002,"3.Christians",44257,"1.Boro etc.","140023","2.Rabha","88191","3.Kachari etc.","9016","1.Guwahati (M Corp.)",809895,"2.Rangia (MB)",25151,"3.North Guwahati (TC)",16286,1342,1342,1311,1042,"1014","14",1190,"592","286","21","468","42","117",378,"702","938","1232",33,35.1,31.9
"44","Assam","District Nalbari (07), Assam (18)",1148824,592375,556449,"11.98","1121338",NA,NA,NA,202708,6,939,958,"202577","17.63",657925,387002,270923,67.23,76.56,57.26,657925,14188,178933,138882,121336,174317,30251,113198,287948,671362,76316,383932,291665,92267,764892,"1.Namasudra",35199,"2.Kaibartta etc.",23018,"3.Dhupi etc.",5272,"1.Hindus",873749,"2.Muslims",253842,"3.Christians",18495,"1.Boro etc.","176576","2.Rabha","17563","3.Kachari etc.","5459","1.Nalbari (MB)",23183,"2.Tihu (TC)",4303,NA,NA,798,798,796,733,"609","52",769,"481","226","23","179","32","51",273,"362","375","781",15.5,30.7,53.8
"45","Assam","District Darrang (08), Assam (18)",1504320,773861,730459,"15.79","1429492",NA,NA,NA,271841,6,944,975,"249861","16.61",684998,407632,277366,55.44,63.91,46.4,684998,25329,214363,155853,127004,139276,23154,183605,390243,840655,89817,527993,404428,123565,976327,NA,23812,NA,14957,NA,7811,NA,868532,NA,534658,NA,97306,"1.Boro etc.","207878","2.Rabha","32331","3.Generic Tribes etc.","5114","(MB)",23920,NA,18228,NA,17783,1319,1319,1280,1032,"1023","11",1246,"457","196","12","356","35","72",211,"504","930","1163",13.7,23.2,63.1
"46","Assam","District Marigaon (09), Assam (18)",776256,398926,377330,"21.29","738268",NA,NA,NA,133458,6,946,965,"120730","15.55",367292,210586,156706,58.53,65.15,51.51,367292,7934,121385,89100,67786,69749,11307,100556,214797,414807,46096,262824,200132,62692,513432,"1.Namasudra",52713,"2.Kaibartta etc.",20211,"3.Hira",17928,"1.Hindus",405302,"2.Muslims",369398,"3.Christians",759,"1.Lalung","102070","2.Boro etc.","12149","3.Kachari etc.","4827","1.Marigaon (TC)",20811,"2.Jagiroad (CT)",17177,NA,NA,592,592,592,389,"349","42",531,"255","104","8","219","15","45",162,"269","281","575",10.7,24,65.3
"47","Assam","District Nagaon (10), Assam (18)",2314629,1190950,1123679,"22.3","2036342",NA,NA,NA,410882,6,944,975,"89394","3.86",1165617,665697,499920,61.73,68.27,54.74,1165617,21941,369818,288125,212668,226919,45957,290961,618901,1255658,149109,727641,566195,161446,1586988,NA,80229,NA,79416,NA,10280,NA,1180267,NA,1106354,NA,21473,"1.Lalung","56247","2.Boro etc.","18636","3.Kachari etc.","8076","(MB)",107667,NA,35718,NA,34423,1375,1374,1369,1190,"1147","110",1257,"680","309","17","480","40","151",548,"787","931","1267",16.3,26.1,57.5
"48","Assam","District Sonitpur (11), Assam (18)",1681513,871568,809945,"17.8","1505719",NA,NA,NA,315116,5,929,973,"195083","11.6",830579,494965,335614,59,67.54,49.73,830579,18082,255139,204000,144886,172379,36083,185036,433724,967533,95220,634723,465283,169440,1046790,NA,42049,NA,19249,NA,9689,NA,1287646,NA,268078,NA,115623,"1.Boro etc.","140293","2.Miri","44092","3.Rabha","4256","(MB)",80575,NA,25349,NA,18824,1784,1784,1772,1331,"1209","74",1372,"405","172","13","235","40","88",422,"539","1067","1692",23.4,23.9,52.7
"49","Assam","District Lakhimpur (12), Assam (18)",889010,455691,433319,"18.34","823857",NA,NA,NA,157167,6,951,966,"208864","23.49",506433,292261,214172,68.56,77.06,59.59,506433,9552,134273,101435,103794,135467,21888,100313,236087,500876,51734,497745,288052,209693,391265,NA,45112,NA,15771,NA,2775,NA,702881,NA,143505,NA,36667,"1.Miri","165843","2.Kachari etc.","19542","3.Deori","13534","(MB)",54285,NA,10868,NA,NA,1139,1139,1136,680,"677","5",1046,"697","265","16","211","23","81",240,"291","650","1118",15.9,30.2,53.9
"50","Assam","District Dhemaji (13), Assam (18)",571944,294643,277301,"18.93","533112",NA,NA,NA,96949,6,941,970,"270496","47.29",304606,181645,122961,64.48,74.41,53.86,304606,7541,80592,62969,57868,85106,10527,65179,161903,313682,31180,250146,155431,94715,321798,"1.Kaibartta etc.",12675,"2.Namasudra",9198,"3.Jhalo etc.",1860,"1.Hindus",548780,"2.Muslims",10533,"3.Christians",6390,"1.Miri","185906","2.Boro etc.","42991","3.Kachari etc.","23720","1.Silapathar (TC)",22516,"2.Dhemaji (TC)",11863,"3.Jonai Bazar (CT)",4453,1236,1236,1235,253,"253","-",1068,"505","172","19","83","20","35",94,"185","317","1111",5.8,16.7,77.5
"51","Assam","District Tinsukia (14), Assam (18)",1150062,601099,548963,"19.52","926105",NA,NA,NA,218885,5,913,957,"67234","5.85",588302,355444,232858,60.95,70.15,50.78,588302,15110,166316,143102,109758,129043,24927,122241,291138,673125,63558,466351,349847,116504,683711,NA,13229,NA,5549,NA,3389,NA,1029142,NA,62403,NA,40000,"1.Kachari etc.","36460","2.Miri","17203","3.Deori","6861","(MB)",85563,NA,24049,NA,20553,1107,1107,1104,871,"810","11",936,"246","86","7","198","23","69",222,"400","694","1032",33.6,25.6,40.8
"52","Assam","District Dibrugarh (15), Assam (18)",1185072,613555,571517,"12.43","956634",NA,NA,NA,228574,5,931,962,"88337","7.45",698148,406265,291883,68.96,77.3,59.95,698148,17173,166630,148411,130235,193998,41634,114701,286303,717048,67020,472419,342708,129711,712653,NA,26388,NA,3715,NA,3202,NA,1075878,NA,53306,NA,45040,"1.Kachari etc.","67311","2.Miri","9332","3.Mech","4301","(MB)",121893,NA,23763,NA,19021,1309,1309,1309,1195,"1169","30",1169,"382","177","9","263","36","97",300,"497","459","1205",33.6,29.5,36.9
"53","Assam","District Sibsagar (16), Assam (18)",1051736,545476,506260,"15.95","954557",NA,NA,NA,207185,5,928,967,"41533","3.95",672158,382936,289222,74.47,81.53,66.81,672158,10554,153864,131634,145992,198390,31707,101065,246805,637480,66386,430523,287319,143204,621213,NA,27419,NA,1182,NA,1159,NA,927706,NA,85761,NA,28488,"1.Miri","23849","2.Kachari etc.","8072","3.Deori","3860","(MB)",53854,NA,17502,NA,13047,866,866,861,772,"766","15",825,"464","243","7","317","33","76",303,"429","441","815",26.9,43.8,29.3
"54","Assam","District Jorhat (17), Assam (18)",999221,517015,482206,"15.84","827901",NA,NA,NA,195691,5,933,967,"123134","12.32",660591,375400,285191,76.34,83.62,68.49,660591,17323,150497,126171,123591,201640,41283,89501,231611,615001,63108,414348,285092,129256,584873,NA,64309,NA,4131,NA,2460,NA,927858,NA,47658,NA,18610,"1.Miri","92058","2.Kachari etc.","20784","3.Boro etc.","4787","(MB)",67588,NA,20997,NA,7545,787,787,785,650,"635","23",717,"421","268","31","215","30","67",294,"382","443","772",28.6,42.1,29.2
"55","Assam","District Golaghat (18), Assam (18)",946279,490286,455993,"14.21","865141",NA,NA,NA,181692,5,930,963,"93920","9.93",557360,322048,235312,69.38,77.14,60.99,557360,10935,160261,124707,116314,123363,21774,94890,242820,557331,51238,388640,269896,118744,557639,NA,39993,NA,5131,NA,1579,NA,813263,NA,74808,NA,52277,"1.Miri","47539","2.Boro etc.","26106","3.Kachari etc.","15844","(MB)",33064,NA,13446,NA,9922,1066,1066,1064,595,"575","14",769,"305","139","23","87","40","14",292,"528","501","1007",15.9,40.5,43.4
"56","Assam","District Karbi Anglong (19), Assam (18)",813311,422250,391061,"22.57","721381",NA,NA,NA,144334,6,926,973,"452963","55.69",382574,232652,149922,57.7,67.22,47.3,382574,10917,129961,97842,71385,63345,9112,98925,229355,444027,41004,330480,231638,98842,482831,"1.Namasudra",12525,"2.Kaibartta etc.",8524,"3.Patni",1617,"1.Hindus",670139,"2.Christians",117738,"3.Muslims",18091,"1.Mikir","345540","2.Dimasa etc.","46095","3.Garo","20604","1.Diphu (TC)",52310,"2.Bokajan (TC)",14219,"3.Hamren (TC)",8445,2633,2633,1943,780,"733","50",1209,"392","79","4","72","36","6",184,"510","899","1706",8.2,13.5,78.4
"57","Assam","District North Cachar Hills (20), Assam (18)",188079,99822,88257,"23.47","128644",NA,NA,NA,37294,5,884,955,"128428","68.28",106354,63610,42744,67.62,75.67,58.39,106354,2577,27696,26167,20031,25701,4126,20887,47952,110469,8771,70199,55031,15168,117880,"1.Generic Castes etc.",847,"2.Patni",575,"3.Bhuinmali etc.",524,"1.Hindus",131492,"2.Christians",50183,"3.Muslims",4662,"1.Dimasa etc.","64881","2.Any Naga Tribes etc.","17078","3.Any Kuki Tribes etc.","16757","1.Haflong (TC)",36302,"2.Umrangso (TC)",9131,"3.Maibong (TC)",7738,605,605,473,197,"190","1",565,"164","39","2","67","15","-",78,"146","160","387",17.6,23.4,59
"58","Assam","District Cachar (21), Assam (18)",1444921,743042,701879,"18.66","1243534",NA,NA,NA,273694,5,945,960,"18631","1.29",824437,474145,350292,67.82,75.73,59.41,824437,12737,264692,210291,152273,149889,34464,155307,361097,830268,98249,465734,364814,100920,979187,NA,78699,NA,44099,NA,39823,NA,886761,NA,522051,NA,31306,"1.Barmans in Cachar","10908","2.Kachari etc.","6875","3.Generic Tribes etc.","499","(MB)",142199,NA,10007,NA,9802,1020,1020,945,741,"715","52",902,"381","155","17","134","26","11",310,"381","396","927",18.6,28.8,52.6
"59","Assam","District Karimganj (22), Assam (18)",1007976,517680,490296,"21.35","934126",NA,NA,NA,179141,6,947,965,"2901","0.29",550119,319205,230914,66.24,74.69,57.28,550119,8988,206569,145859,89941,81460,17096,120430,268874,549498,69174,303294,235016,68278,704682,NA,45482,NA,25613,NA,23176,NA,527214,NA,470708,NA,8746,"1.Barmans in Cachar","1838","2.Kachari etc.","607","3.Generic Tribes etc.","339","(MB)",52613,NA,11297,NA,9940,915,915,908,639,"622","4",865,"347","99","9","224","20","52",408,"614","409","849",19.2,21,59.7
"60","Assam","District Hailakandi (23), Assam (18)",542872,280513,262359,"20.92","498787",NA,NA,NA,97856,6,935,926,"821","0.15",263547,155674,107873,59.64,68.24,50.46,263547,5089,88603,70326,54660,36681,8151,68971,148309,292595,32997,179881,138216,41665,362991,NA,27026,NA,12604,NA,5840,NA,312849,NA,223191,NA,5424,"1.Barmans in Cachar","733","2.Kachari etc.","66","3.Boro etc.","10","(MB)",29739,NA,10270,NA,NA,327,327,308,268,"263","14",308,"206","60","-","110","8","7",135,"141","115","288",15.9,21.7,62.3
"61","Bihar","District Pashchim Champaran (01), Bihar (10)",3043466,1600839,1442627,"30.4","2733907",NA,NA,NA,522728,6,901,953,"44912","1.48",932347,648173,284174,38.93,51.08,25.23,932347,39777,303277,276791,120739,151304,39728,425415,861361,1567591,189099,1154038,840563,313475,1889428,"1.Chamar etc.",230760,"2.Musahar",75964,"3.Dusadh etc.",74206,"1.Hindus",2373310,"2.Muslims",646597,"3.Others",14304,"1.Oraon","30287","2.Gond","5392","3.Kharwar","2578","1.Bettiah (M)",116670,"2.Bagaha (M)",91467,"3.Narkatiaganj (NA)",40830,1355,1355,1355,344,"290","14",1040,"261","58","5","266","54","144",314,"116","454","1303",31.6,16.5,51.9
"62","Bihar","District Purba Champaran (02), Bihar (10)",3939773,2077047,1862726,"29.27","3688687",NA,NA,NA,645949,6,897,936,"4812","0.12",1164670,810950,353720,37.54,49.31,24.27,1164670,58363,334285,335027,160904,220305,55742,554100,1126811,2010397,248465,1286843,1025654,261189,2652930,NA,215386,NA,168482,NA,53175,NA,3181386,NA,755005,NA,1179,"1.Gond","3486","2.Lohara etc.","523","3.Kharwar","272",NA,100683,"(M)",41610,NA,32632,1279,1279,1279,529,"396","67",1081,"348","90","5","316","35","130",498,"119","494","1223",39.9,15.4,44.6
"63","Bihar","District Sheohar * (03), Bihar (10)",515961,273680,242281,"36.16","494699",NA,NA,NA,106808,5,885,916,"64","0.01",144444,98775,45669,35.27,45.28,23.86,144444,13313,38706,41449,18325,26264,6366,70450,145010,261820,38681,161218,133348,27870,354743,"1.Chamar etc.",29674,"2.Dusadh etc.",27144,"3.Dhobi",8105,"1.Hindus",435121,"2.Muslims",80076,"3.Religion not stated",418,"1.Baiga","18","2.Lohara etc.","18","3.Ho","9","1.Sheohar (NA)",21262,NA,NA,NA,NA,189,189,189,43,"39","2",161,"56","14","-","57","9","25",61,"15","68","186",27,13.6,59.4
"64","Bihar","District Sitamarhi (04), Bihar (10)",2682720,1417611,1265109,"32.58","2529407",NA,NA,NA,548321,5,892,924,"1786","0.07",817711,556936,260775,38.46,49.36,26.13,817711,45072,232998,241271,106199,149796,42252,366890,758084,1379659,178087,855156,714136,141020,1827564,"1.Dusadh etc.",117091,"2.Chamar etc.",107112,"3.Musahar",42279,"1.Hindus",2111476,"2.Muslims",568992,"3.Religion not stated",1237,"1.Bedia","998","2.Lohara etc.","271","3.Gond","164","1.Sitamarhi (M)",56766,"2.Bairgania (NA)",34836,"3.Belsand (NA)",17840,802,802,801,302,"285","15",709,"264","28","6","216","26","118",277,"146","345","736",38.2,28.2,33.6
"65","Bihar","District Madhubani (05), Bihar (10)",3575281,1840997,1734284,"26.08","3450736",NA,NA,NA,656858,5,942,939,"1260","0.04",1195776,832849,362927,41.97,56.79,26.25,1195776,59231,311450,337265,166293,241046,80377,476534,1018476,1838518,241753,1227723,877412,350311,2347558,"1.Dusadh etc.",169789,"2.Chamar etc.",139510,"3.Musahar",106534,"1.Hindus",2930501,"2.Muslims",641579,"3.Religion not stated",1477,"1.Santal","562","2.Lohara etc.","294","3.Generic Tribes etc.","128","1.Madhubani (M)",66340,"2.Jhanjharpur (NA)",24112,"3.Jainagar (NA)",19567,1034,1034,1033,437,"323","30",901,"382","119","27","232","48","157",432,"164","547","986",28.2,10.3,61.5
"66","Bihar","District Supaul * (06), Bihar (10)",1732578,902207,830371,"29.95","1644370",NA,NA,NA,308453,6,920,925,"5219","0.3",509025,372961,136064,37.28,52.42,20.81,509025,36513,141754,142665,68442,90900,28675,239646,506073,881162,105697,728222,526267,201955,1004356,"1.Musahar",76655,"2.Chamar etc.",62751,"3.Dusadh etc.",59218,"1.Hindus",1426108,"2.Muslims",302120,"3.Christians",1893,"1.Oraon","3662","2.Santal","901","3.Mal Paharia","156","1.Supaul (M)",54085,"2.Birpur (NA)",17982,"3.Nirmali (NA)",16141,526,526,525,151,"120","2",440,"187","52","9","104","14","54",194,"53","242","504",11.8,10,78.2
"67","Bihar","District Araria (07), Bihar (10)",2158608,1128105,1030503,"31.84","2026257",NA,NA,NA,415563,5,913,962,"29423","1.36",589679,411189,178490,35.01,46.38,22.37,589679,56822,170917,169716,72976,90784,26900,312331,640393,1080531,125353,853445,657446,195999,1305163,"1.Musahar",157694,"2.Dusadh etc.",68719,"3.Chamar etc.",30721,"1.Hindus",1263766,"2.Muslims",887972,"3.Jains",2504,"1.Santal","22622","2.Oraon","3273","3.Generic Tribes etc.","1700","1.Araria (M)",60861,"2.Forbesganj (M)",41499,"3.Jogabani (NA)",29991,713,713,711,129,"121","-",552,"162","4","4","60","16","21",211,"108","252","683",8,17.5,74.5
"68","Bihar","District Kishanganj (08), Bihar (10)",1296348,669552,626796,"31.5","1167340",NA,NA,NA,257252,5,936,946,"47116","3.63",313488,222795,90693,31.09,42.71,18.63,313488,30065,104143,89804,35723,38799,13632,193354,382241,654356,66397,417151,359819,57332,879197,"1.Hari etc.",29233,"2.Musahar",17455,"3.Dusadh etc.",11441,"1.Muslims",876105,"2.Hindus",412995,"3.Christians",2856,"1.Santal","38337","2.Generic Tribes etc.","3153","3.Oraon","2998","1.Kishanganj (M)",85590,"2.Bahadurganj ( NA)",28118,"3.Thakurganj (NA)",15300,730,730,730,116,"97","24",442,"91","23","3","120","16","39",123,"39","181","701",10.6,37.3,52.1
"69","Bihar","District Purnia (09), Bihar (10)",2543942,1328417,1215525,"35.23","2321544",NA,NA,NA,492491,5,915,967,"111947","4.4",700070,478689,221381,35.1,45.63,23.42,700070,45607,192055,188455,89717,121468,60584,361499,754557,1286799,141087,960700,782364,178336,1583242,"1.Musahar",171609,"2.Dusadh etc.",58470,"3.Chamar etc.",33951,"1.Hindus",1584796,"2.Muslims",935239,"3.Others",14224,"1.Santal","72967","2.Oraon","27856","3.Generic Tribes etc.","3507","1.Purnia (M)",171687,"2.Kasba (NA)",25524,"3.Banmankhi Bazar (NA)",25187,1103,1103,1095,313,"298","10",676,"197","32","8","178","27","74",250,"124","284","1046",10.6,16.9,72.5
"70","Bihar","District Katihar (10), Bihar (10)",2392638,1246872,1145766,"30.91","2174361",NA,NA,NA,455376,5,919,966,"140418","5.87",655119,443862,211257,35.09,45.31,23.8,655119,27714,190559,184659,98997,112380,39452,351000,714699,1193641,133298,898326,664259,234067,1494312,"1.Musahar",64698,"2.Dusadh etc.",43329,"3.Hari etc.",41792,"1.Hindus",1363523,"2.Muslims",1017495,"3.Christians",4994,"1.Santal","72138","2.Oraon","24678","3.Kharwar","18765","1.Katihar (M)",175199,"2.Manihari (NA)",21803,"3.Raghunathpur (CT)",5601,1290,1290,1231,277,"224","47",785,"183","56","10","248","30","93",239,"83","316","1174",14.9,36.7,48.4
"71","Bihar","District Madhepura (11), Bihar (10)",1526646,797180,729466,"29.45","1458679",NA,NA,NA,267179,6,915,926,"9295","0.61",431480,305330,126150,36.07,48.8,22.11,431480,24076,110975,116785,56748,91201,31536,215748,445170,776706,89022,683976,498367,185609,842670,"1.Musahar",132043,"2.Chamar etc.",52614,"3.Dusadh etc.",47722,"1.Hindus",1351978,"2.Muslims",173605,"3.Religion not stated",494,"1.Santal","7073","2.Mal Paharia","860","3.Generic Tribes etc.","646","1.Madhepura (M)",45031,"2.Murliganj (NA)",22936,NA,NA,384,384,383,168,"138","11",311,"195","42","14","141","24","60",183,"65","163","371",16.3,11.8,71.9
"72","Bihar","District Saharsa (12), Bihar (10)",1508182,789432,718750,"33.03","1383015",NA,NA,NA,268453,6,910,911,"4642","0.31",465577,322163,143414,39.08,51.66,25.27,465577,22822,117503,121342,63340,103110,37268,204535,441898,772277,89472,589467,411566,177901,918715,"1.Musahar",112846,"2.Dusadh etc.",53545,"3.Chamar etc.",50445,"1.Hindus",1289364,"2.Muslims",217922,"3.Christians",437,"1.Santal","3343","2.Generic Tribes etc.","733","3.Savar","215","1.Saharsa (M)",125167,NA,NA,NA,NA,441,441,441,127,"109","5",374,"178","29","5","63","14","44",211,"60","188","394",28.7,14.7,56.6
"73","Bihar","District Darbhanga (13), Bihar (10)",3295789,1722189,1573600,"30.85","3028441",NA,NA,NA,616636,5,914,914,"841","0.03",1167572,780652,386920,44.33,56.72,30.78,1167572,82032,293372,325340,150907,232248,82655,434762,958903,1678660,223464,1028558,761464,267094,2267231,"1.Dusadh etc.",190909,"2.Chamar etc.",112761,"3.Musahar",95909,"1.Hindus",2543284,"2.Muslims",748971,"3.Religion not stated",2245,"1.Generic Tribes etc.","186","2.Santal","101","3.Kharwar","87","1.Darbhanga (M Corp.)",267348,NA,NA,NA,NA,1083,1083,1083,490,"409","84",850,"267","81","14","271","29","100",404,"138","494","961",47.5,21,31.5
